date,headline,source,summary
2024-10-09,Press release enclosed,BSE,Infosys And Microsoft Expand Strategic Collaboration To Accelerate Customer Adoption Of The Microsoft Cloud And Generative AI
2024-10-10,Press release enclosed,BSE,Infosys And Zooplus Collaborate To Drive Digital Transformation And Enhance E-Commerce Capabilities
2024-10-11,Enclosed,BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-10-14,Disclosure under Regulation 30 of SEBI LODR Regulations,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2024-10-17,Board approved interim dividend of Rs 21/- per equity share,BSE,Corporate Action-Board approves Dividend
2024-10-17,"Outcome of Board Meeting for the quarter and half year ended September 30, 2024",BSE,Board Meeting Outcome for Outcome Of Board Meeting
2024-10-17,Acquisition of Blitz 24-893 SE,BSE,Announcement under Regulation 30 (LODR)-Acquisition
2024-10-17,"Results for the quarter and half year ended September 30, 2024",BSE,"Results For The Quarter And Half Year Ended September 30, 2024"
2024-10-18,Auditors report with UDIN,BSE,"Auditor''s Report On Financial Statements For The Quarter And Half Year Ended September 30, 2024 With UDIN"
2024-10-18,Newspaper advertisement enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-10-22,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2024-10-23,Press release enclosed,BSE,Infosys Collaborates With University Of Cambridge To Establish An AI Lab In London. Unveils New And Expanded Living Lab To Accelerate Innovation For Enterprises
2024-10-24,Disclosure under Regulation 30 of SEBI LODR Regulations,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2024-10-24,Press release enclosed,BSE,Infosys Unveils Small Language Models - Infosys Topaz Bankingslm And Infosys Topaz Itopsslm - Built On NVIDIA AI Stack
2024-10-25,"Postal Ballot Notice dated October 17, 2024, is attached",BSE,Shareholder Meeting / Postal Ballot-Notice of Postal Ballot
2024-10-26,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-10-28,Disclosure under Regulation 30 of SEBI LODR Regulations,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2024-10-28,Enclosed,BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-10-28,Enclosed here,BSE,"Infosys Limited Has Completed The Acquisition Of Blitz 24-893 SE, Germany"
2024-10-29,Press release enclosed,BSE,"While Only 2% Are Ready, Most Companies Expect Productivity Gains Of 10-40% With Enterprise AI: Infosys Research"
2024-10-30,Press release enclosed,BSE,Infosys Finacle Launches Data And AI Suite To Help Banks Accelerate Their AI Journey
2024-10-30,Enclosed,BSE,Investor Conference
2024-10-30,Allotment of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-11-05,Press release enclosed,BSE,"Southwark Council Collaborates With Infosys To Provide Digital Learning Platforms For Residents, Colleges, And Schools"
2024-11-13,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-11-13,Press release enclosed,BSE,"73% Of Enterprises Have Launched AI, Including Generative AI, Across Marketing With 52% Of Deployments Achieving Business Value: Infosys CMO Radar"
2024-11-14,Press release enclosed,BSE,Infosys Science Foundation Announces Infosys Prize 2024 Laureates
2024-11-14,Please find enclosed,BSE,Allotment Of Equity Shares
2024-11-19,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2024-11-21,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2024-11-26,Enclosed,BSE,Investor Conference
2024-11-27,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2024-11-28,Enclosed,BSE,Investor Conference
2024-12-03,Disclosure under Regulation 30 of SEBI LODR Regulations,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2024-12-04,Press release enclosed,BSE,Infosys Collaborates With Kardex To Transform Business Operations Using SAP S/4HANA
2024-12-10,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2024-12-10,Press release enclosed,BSE,"Infosys Foundation USA Empowers Indiana Schools With Engineering, Robotics, And Coding STEM Skills"
2024-12-11,Press release enclosed,BSE,Infosys Compaz Strengthens Collaboration With Starhub For Next-Generation Technology Solutions
2024-12-12,Press release enclosed,BSE,Infosys Collaborates With Rheinenergie To Help Enterprises Drive Their Energy Transition And Sustainability Agenda
2024-12-13,Enclosed,BSE,Company Statement
2024-12-13,"INFOSYS LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 16/01/2025 ,inter alia, to consider and approve 1. Approve and take on record the ....",BSE,Board Meeting Intimation for Notice Of Board Meeting
2024-12-14,Allotment of equity shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2024-12-16,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-12-17,Press release enclosed,BSE,"Infosys Strengthens Strategic Collaboration With Google Cloud To Boost Enterprise AI Innovation, Establishes Center Of Excellence"
2024-12-18,Press release enclosed,BSE,Infosys Inaugurates New State-Of-The-Art Development Center In Kolkata
2024-12-19,Press release enclosed,BSE,Infosys Foundation And Indian National Academy Of Engineering Collaborate To Transform Engineering Education In India
2025-01-02,Enclosed,BSE,"Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018"
2025-01-07,Press release enclosed,BSE,Infosys And Indian Institute For Human Settlements Host Bioconserve Summit 2025 To Advance The Urban Sustainability Dialogue
2025-01-08,Press release enclosed,BSE,"Infosys To Announce Third Quarter Results On January 16, 2025"
2025-01-08,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-01-09,Press release enclosed,BSE,Winners Of Qorus-Infosys Finacle Banking Innovation Awards 2024 Announced
2025-01-11,Press release enclosed,BSE,Infosys Science Foundation Honors Early Career Researchers With The Infosys Prize 2024
2025-01-13,Enclosed,BSE,Investor Conference
2025-01-15,Press release enclosed,BSE,Infosys And Tennis Australia Create New Generative AI Innovations At The Australian Open 2025
2025-01-16,"Results for the quarter ended December 31, 2024",BSE,"Results For The Quarter Ended December 31, 2024"
2025-01-16,"Outcome of Board Meeting for the quarter ended December 31, 2024",BSE,"Board Meeting Outcome for For The Quarter Ended December 31, 2024"
2025-01-16,"Integrated financial filing for the quarter ended December 31, 2024",BSE,Integrated Filing (Financial)
2025-01-17,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-01-19,Enclosed,BSE,"Report Of Auditors On Financial Statements For The Quarter And Nine Months Ended December 31, 2024 With UDIN"
2025-01-20,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-01-21,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2025-01-23,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-01-24,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-01-25,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Bhairavi Madhusudhan Shibulal",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-01-25,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Shreyas Shibulal",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-01-27,Enclosed,BSE,Infosys And Street Child Unite To Enable Access To Quality Education In Ukraine With Digital Innovation
2025-01-28,Enclosed,BSE,Infosys And Saïd Business School Launch Course For Entrepreneurs On Infosys Springboard
2025-01-29,Enclosed,BSE,Infosys And Siemens AG To Accelerate Digital Learning With Generative AI
2025-01-30,Enclosed,BSE,Infosys Finacle Unveils New Asset Liability Management Solution For Enhanced Risk And Exposure Oversight
2025-01-31,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-02-04,Enclosed,BSE,Infosys Positioned As A Leader In The 2024 Gartner® Magic Quadrant™ For Public Cloud IT Transformation Services For The Second Consecutive Year
2025-02-06,Enclosed,BSE,Investor Conference
2025-02-15,Allotment of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-02-16,Grant of ESOPs,BSE,Grant Of Esops
2025-02-18,Enclosed,BSE,"Infosys, Lufthansa Group, And Lufthansa Systems Collaborate To Accelerate Digital Innovation In The Aviation Industry"
2025-02-21,Enclosed,BSE,Investor Conference
2025-02-25,Enclosed,BSE,Investor Conference
2025-02-26,Enclosed,BSE,Company Update
2025-02-28,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-03-01,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-03-04,Enclosed,BSE,Company Update
2025-03-08,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-03-10,Enclosed,BSE,Infosys Finacle Modernizes Chola'S Operations To Accelerate Treasury Transformation Journey
2025-03-11,Enclosed,BSE,Ethisphere Recognizes Infosys Among 2025 World'S Most Ethical Companies® For The Fifth Consecutive Year
2025-03-12,Enclosed,BSE,Infosys Announces Expansion Of Strategic Collaboration With Citizens To Propel AI-Led Transformation
2025-03-13,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Gaurav Manchanda",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-03-13,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Shreyas Shibulal",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-03-13,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Shruti Shibulal",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-03-14,"Infosys Ltdhas informed BSE that the meeting of the Board of Directors of the Company is scheduled on 17/04/2025 ,inter alia, to consider and approve 1. Approve and take on record the audited ....",BSE,Board Meeting Intimation for Notice Of Board Meeting
2025-03-14,Update on McCamish Cyber Incident - Proposed settlement of all Class Action Lawsuits.,BSE,Update On Mccamish Cyber Incident - Proposed Settlement Of All Class Action Lawsuits
2025-03-15,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-03-18,Allotment of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-03-25,Press release enclosed,BSE,Press Release - Capitalizing On Growth: Why Financial Services Firms Need A Unified AI Strategy
2025-03-25,Enclosed,BSE,Incorporation Of A Step-Down Wholly-Owned Subsidiary
2025-03-26,Enclosed,BSE,Company Update
2025-03-27,Enclosed,BSE,Infosys Powers LKQ Europe'S HR Transformation With A Unified Digital Platform
2025-03-31,Enclosed,BSE,Infosys And Linux Foundation Networking Collaborate To Strengthen Responsible AI For Global Networks
2025-04-01,Enclosed,BSE,"Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018"
2025-04-02,Enclosed,BSE,Infosys And Formula E Launch AI-Powered Stats Center Boost Fan Engagement
2025-04-09,Enclosed,BSE,Infosys And AIB Extend Strategic Collaboration For Digital Transformation
2025-04-10,Enclosed,BSE,"Infosys To Announce Fourth Quarter And Annual Results On April 17, 2025"
2025-04-16,Enclosed,BSE,Spark And Infosys Announce Strategic IT Collaboration
2025-04-17,Enclosed,BSE,"Report Of Auditors On Financial Statements For The Quarter And Financial Year Ending March 31, 2025 With UDIN"
2025-04-17,Disclosure enclosed,BSE,Announcement under Regulation 30 (LODR)-Acquisition
2025-04-17,"Results for the quarter and year ended March 31, 2025",BSE,"Results For The Quarter And Year Ended March 31, 2025"
2025-04-17,"Final dividend for the FY ended March 31, 2025",BSE,Corporate Action-Board approves Dividend
2025-04-18,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-04-22,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-04-23,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-04-24,Enclosed,BSE,Infosys Foundation Announces The Fourth Edition Of The Aarohan Social Innovation Awards
2025-04-29,Enclosed,BSE,Announcing Infosys Topaz For SAP S/4HANA Cloud: An AI-First Offering That Helps Enterprises Harness AI And Gen AI Technologies To Accelerate SAP S/4HANA Cloud Transformation
2025-04-30,Enclosed,BSE,Infosys Collaborates With Yorkshire Building Society To Accelerate Digital Transformation
2025-05-01,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-05-02,Enclosed,BSE,Investor Conference
2025-05-05,Allotment of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-05-07,Enclosed,BSE,"Infosys And International Tennis Hall Of Fame Renew Collaboration Until 2028, Harnessing AI To Revolutionize Tennis"
2025-05-08,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-05-13,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-05-14,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-05-15,Enclosed,BSE,Infosys Extends Strategic Collaboration With DNB Bank ASA To Accelerate Its Digital Transformation
2025-05-19,Enclosed,BSE,"Infosys A Top 100 Global Brand For 2025. Achieves 34% Brand Value Surge, Ranks Among The Top 5% Of Most Trusted Brands In The U.S."
2025-05-20,Enclosed,BSE,Infosys Positioned As A Leader In Modern Application Development Services By Independent Research Firm
2025-05-20,Allotment of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-05-21,Enclosed,BSE,Infosys And Logicmonitor Collaborate To Transform Business Performance And Reliability Of IT Operations
2025-05-22,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-05-27,Enclosed,BSE,Infosys And E.ON Collaborate To Enable AI-Powered Digital Workplace Transformation
2025-05-28,Enclosed,BSE,"Infosys Launches Agentic AI Foundry, Part Of Infosys Topaz™, To Accelerate Enterprise AI Journey"
2025-05-29,Enclosed,BSE,"Infosys Launches Over 200 Enterprise AI Agents, Part Of Infosys Topaz AI Offerings And Google Cloud"
2025-05-30,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-06-02,Business Responsibility and Sustainability Report for the Financial Year 2024-25.,BSE,Business Responsibility and Sustainability Reporting (BRSR)
2025-06-02,Integrated Annual Report for the Financial Year 2024-25 along with 44th AGM Notice and BRSR.,BSE,Reg. 34 (1) Annual Report.
2025-06-02,Integrated Annual Report for the FY 2024-25 along with 44th AGM Notice and BRSR,BSE,Integrated Annual Report For The FY 2024-25 Along With 44Th AGM Notice And BRSR.
2025-06-03,Enclosed,BSE,Investor Conference
2025-06-04,Enclosed,BSE,"Infosys Outlines A Bolder ESG Vision 2030; Aspires To Become Climate Positive In 2030, Expands Global Skilling And Livelihood Commitments"
2025-06-04,Grant of Stock Options,BSE,Grant Of Stock Options
2025-06-05,Enclosed,BSE,"AI Takes Center Court, Infosys And FFT Unveil Innovative Fan Features For Roland-Garros 2025"
2025-06-06,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-06-07,Enclosed,BSE,"Infosys Inaugurates New Development Center In GIFT City, Gandhinagar"
2025-06-12,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-06-13,ALlotment of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-06-13,"Infosys Ltdhas informed BSE that the meeting of the Board of Directors of the Company is scheduled on 23/07/2025 ,inter alia, to consider and approve 1. Approve and take on record the audited ....",BSE,Board Meeting Intimation for Notice Of Board Meeting
2025-06-14,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-06-18,Enclosed,BSE,Infosys And Adobe Announce Strategic Collaboration To Turbocharge Marketing Transformation With AI
2025-06-20,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-06-24,Enclosed,BSE,Infosys Announces Strategic Collaboration With Zoetis To Enhance Digital Capabilities
2025-06-25,"Summay of the proceedings of the 44th AGM, Chairman''s speech and CEO''s presentation.",BSE,Shareholder Meeting / Postal Ballot-Outcome of AGM
2025-06-26,Enclosed,BSE,Shareholder Meeting / Postal Ballot-Scrutinizer''s Report
2025-07-01,"Please find enclosed the Press Release titled ""Infosys Annual Report on Form 20-F for fiscal 2025 available online for ADS holders""",BSE,Form 20-F And Press Release
2025-07-02,Enclosed,BSE,"Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018"
2025-07-03,Enclosed,BSE,Infosys Foundation Commits Over INR 48 Crore To Boost Maternal And Child Healthcare In Rural Karnataka
2025-07-11,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-07-15,Enclosed,BSE,"Infosys To Announce First Quarter Results On July 23, 2025"
2025-07-16,Enclosed,BSE,"Infosys To Launch Enterprise Innovation Lab For SAP Solutions In Düsseldorf, Germany"
2025-07-17,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-07-19,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-07-21,Enclosed,BSE,Infosys And Telstra International Collaborate To Advance Technology Leadership
2025-07-22,Enclosed,BSE,Infosys Collaborates With AGCO To Deliver IT And HR Operations Transformation
2025-07-23,"Financial results for the quarter ended June 30, 2025",BSE,"Financial Results For Quarter Ended June 30, 2025"
2025-07-23,Enclosed,BSE,"Report Of Auditors On Financial Statements For The Quarter Ended June 30, 2025 With UDIN"
2025-07-24,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-07-28,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2025-07-29,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-07-30,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-08-02,Grant of stock incentives,BSE,Grant Of Stock Incentives
2025-08-04,Enclosed,BSE,Investor Conference
2025-08-05,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-08-06,Enclosed,BSE,"Infosys Inaugurates Center For Advanced AI, Cybersecurity, And Space Technology At Hubballi Development Center"
2025-08-08,Enclosed,BSE,Infosys Recognized As Number One Service Provider In Cloud & Infrastructure Services In The Whitelane Research IT Sourcing Study 2025 UK & Ireland
2025-08-10,Allotment of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-08-11,Enclosed,BSE,Infosys Transforms ABN AMRO'S Lending Process With Ncino Platform Implementation
2025-08-13,Joint venture agreement with Telstra Limited,BSE,Announcement under Regulation 30 (LODR)-Joint Venture
2025-08-13,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-08-14,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-08-20,Enclosed,BSE,"Uniting Financial Services, Australia Subscribes To Infosys Finacle'S Digital Banking Saas Suite On AWS Cloud"
2025-08-22,Enclosed,BSE,Investor Conference
2025-08-28,Enclosed,BSE,Mastercard And Infosys Collaborate To Scale Cross-Border Payments
2025-08-30,Allotment of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-09-02,Enclosed,BSE,Investor Conference
2025-09-08,"Board of Directors to consider a proposal for buyback of equity shares of the Company at its meeting to be held on September 11, 2025.",BSE,Corporate Action-Intimation of Buy back
2025-09-09,Enclosed,BSE,Bank CTBC Indonesia Adopts Infosys Finacle Digital Banking Solution On Cloud
2025-09-11,Enclosed,BSE,Infosys And Hanesbrands Inc. Collaborate To Unlock Hyper Productivity And AI-Driven Efficiency
2025-09-11,outcome of Board meeting for proposal of buyback of equity shares,BSE,Corporate Action-Buy back
2025-09-12,Enclosed,BSE,Exemptive Relief Granted By The U.S. SEC For The Buyback
2025-09-16,Enclosed,BSE,Closure of Trading Window
2025-09-19,"Infosys Ltdhas informed BSE that the meeting of the Board of Directors of the Company is scheduled on 16/10/2025 ,inter alia, to consider and approve 1. Approve and take on record the audited ....",BSE,Board Meeting Intimation for Notice Of Board Meeting
2025-09-20,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-09-23,Allotment of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-09-23,Enclosed,BSE,Infosys Extends Strategic Collaboration With Sunrise To Accelerate IT Transformation And Power AI Future
2025-09-25,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-09-26,Postal Ballot Notice for approval of Buyback of equity shares of the Company.,BSE,Shareholder Meeting / Postal Ballot-Notice of Postal Ballot
2025-09-29,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-09-30,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-10-03,Enclosed,BSE,Infosys Collaborates With Telenor Shared Services To Modernize Its HR Operations With A New Oracle Fusion Cloud Human Capital Management (HCM) Solution
2025-10-06,Enclosed,BSE,"Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018"
2025-10-07,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-10-08,The Exchange has sought clarification from Infosys Ltd with reference to the media report appearing on https://economictimes.indiatimes.com/news/company/corporate-trends/dggi-issues-rs-415-crore-showcause-notice-to-infosys-over-alleged-ineligible-itc-refunds/articleshow/124375835.cms ....,BSE,Clarification sought from Infosys Ltd
2025-10-09,Enclosed,BSE,"Infosys To Announce Second Quarter Results On October 16, 2025"
2025-10-10,Enclosed,BSE,Launching Today Infosys Customer Experience Suite For Salesforce
2025-10-14,Enclosed,BSE,Infosys Chosen By NHSBSA To Deliver A New Workforce Management Solution For The NHS In England And Wales
2025-10-16,"Financial results for the quarter ended September 30, 2025",BSE,"Financial Results For The Quarter Ended September 30, 2025"
2025-10-16,Board approved interim dividend of Rs. 23/- per equity share for FY 2025-26,BSE,Corporate Action-Board approves Dividend
2025-10-16,Enclosed,BSE,"Auditor''''s Report On Financial Statements For The Quarter And Half Year Ended September 30, 2025 With UDIN"
2025-10-17,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-10-21,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2025-10-22,Update on proposal for Buyback of Equity Shares of the Company,BSE,Update On Proposal For Buyback Of Equity Shares Of The Company
2025-10-23,Enclosed,BSE,"Infosys Foundation USA Awards $250,000 Grant To NACCE To Advance Digital Workforce Innovation Program"
2025-10-29,Enclosed,BSE,Infosys Extends Strategic Collaboration With Metro Bank To Transform Finance Operations With Workday
2025-11-03,Enclosed,BSE,"Launching Today: Infosys Topaz Fabric - Composable Stack Of AI Agents, Services And Models To Accelerate Value From Enterprise AI Investments"
2025-11-04,Enclosed,BSE,Investor Conference
2025-11-06,Enclosed,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-11-06,"Please find enclosed voting results, scrutiniser report and minutes of postal ballot.",BSE,"Shareholder Meeting / Postal Ballot-Scrutinizer""s Report"
2025-11-06,"Please find enclosed voting results, scrutiniser report along with minutes.",BSE,Shareholder Meeting / Postal Ballot-Outcome of Postal_Ballot
2025-11-06,"Company has fixed friday, November 14, 2025 as record for buyback entitlement.",BSE,"Company Has Fixed Friday, November 14, 2025 As Record Date For Buyback Entitlement."
2025-11-10,"Public Announcement in The New York Times, USA",BSE,"Public Annuouncement In The New York Times, USA"
2025-11-10,Kotak Mahindra Capital Company Ltd (Manager to the Buyback) has submitted to BSE a copy of Public Announcement for the attention of equity shareholders/beneficial owners of equity shares ....,BSE,Public Announcement - Buyback Offer
2025-11-10,Please find enclosed Public Announcement in  relation to Buyback of equity shares of the Company,BSE,Announcement under Regulation 30 (LODR)-Public Announcement-Buyback of Shares
2025-11-11,Enclosed,BSE,Infosys Positioned As A Leader In The 2025 Gartner® Magic Quadrant™ For Public Cloud IT Transformation Services For The Third Consecutive Year
2025-11-12,Enclosed,BSE,Infosys Science Foundation Announces Infosys Prize 2025 Laureates
2025-11-14,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-11-17,Enclosed,BSE,Infosys Unveils AI-First GCC Model To Transform Global Capability Centers Into Innovation Hubs
2025-11-18,Please find enclosed letter of offer for Buyback of equity shares of the Company,BSE,Letter Of Offer For Buyback
2025-11-18,"Kotak Mahindra Capital Company Ltd (Manager to the Buyback) has submitted to BSE a copy of Letter of Offer to the equity shareholders of Infosys Ltd (the ""Company"").",BSE,Letter of Offer
2025-11-19,"Kotak Mahindra Capital Company Ltd (""Manager to the Buyback"") has submitted to BSE a copy of a Newspaper Advertisement in relation to dispatch of Letter of Offer dated November 18, 2025 ....",BSE,Notice to Eligible Shareholders - Buyback of Equity Shares
2025-11-19,Newspaper advertisement pertaining to despatch of Letter of Offer,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-11-21,Allotment of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-11-21,Enclosed,BSE,Infosys Foundation Announces The Winners Of The Aarohan Social Innovation Awards 2025
2025-11-26,Investor Confernece schedule,BSE,Investor Conference
2025-12-01,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-12-03,Enclosed,BSE,Investor Conference
2025-12-05,"Kotak Mahindra Capital Company Ltd (""Manager to the Buyback"") has submitted to BSE a copy of Post-Buyback Public Announcement for the attention of equity shareholders / beneficial owners ....",BSE,Post-Buyback Public Announcement
2025-12-05,Post buyback public announcement in relation to buyback of equity shares,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-12-05,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-12-06,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-12-08,Enclosed,BSE,Infosys Foundation And Gosports Foundation Expand Athlete Sponsorship With 'Gear For Gold' Initiative
2025-12-09,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-12-11,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Shreyas Shibulal",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-12-11,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for  Bhairavi Madhusudhan Shibulal",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-12-11,Extinguishment of Equity Shares Boughtback,BSE,Extinguishment Of Equity Shares Boughtback
2025-12-15,"Infosys Ltdhas informed BSE that the meeting of the Board of Directors of the Company is scheduled on 14/01/2026 ,inter alia, to consider and approve 1. Approve and take on record the audited ....",BSE,Board Meeting Intimation for  Notice Of Board Meeting
2025-12-16,Press release enclosed,BSE,Infosys And MIT Technology Review Insights Report Reveals The Critical Role Of Psychological Safety In Driving AI Initiatives - With 83% Of Business Leaders Reporting A Measurable Impact
2025-12-16,Newspaper publication of Board Meeting notice,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-12-17,Enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
2025-12-19,Loss of share certificates,BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-12-19,Allotment of equity shares towards exercise of ESOPs,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-12-20,Disclosure enclosed,BSE,Company Statement
2025-12-23,Disclosure enclosed,BSE,Update On Mccamish Cyber Incident
2025-12-30,Disclosure enclosed,BSE,Disclosure Under Regulation 30 Of SEBI LODR Regulations
